PERSON_ID
1628263
204296
1641656
1628878
1631022
1627671
1631006
1641658
1629571
1628881
201886
1641648
1629480
1641665
1628882
1630996
1631007
1630471
1628886
1628242
1629524
1630096
203406
202252
204333
1631002
1628268
1628269
1629483
202641
1641660
1627674
1629482
1630101
1628890
203399
203400
203828
1629476
1631031
1630389
1641675
203822
204297
1628277
203833
203398
1629484
204324
1629566
1630112
204330
1630043
203403
203026
1630113
1629567
1631044
1628899
1630115
1641651
203827
1631009
1631086
1629477
1627669
1641653
1629546
1628280
1641650
1627673
1641657
1631021
1630386
204335
1641661
204319
1629497
1629496
203825
1629479
1630462
1631141
1641642
1631263
1641649
1628909
1627676
1631135
1628915
1629481
203823
203014
1630446
201496
204323
1641641
203035
1628276
1627672
202658
1630387
1628920
1631055
1630149
1628317
1629478
1641687
1629491
1641652
203824
1641690
1629501
1631019
1641667
1628922
1627668
204329
1630134
1628279
100940
203826
202662
203866
201911
1629488
203389
202664
1628927
1628278
1628929
1631091
204365
1628244
1631090
1627675
204322
1628931
203029
1630139
1628932
1629498
204320
