FG T,Home,Minutes Diff,Rest Days,L5UR,UR,Recent T,Line T,OU Result
0.09664020360036336,0,1.9642857142857153,2,4,0.7142857142857143,0.15272070966424198,1.6226575401825758,0
0.07460470969529907,1,-0.7222222222222214,2,3,0.6666666666666666,0.06261634128182424,0.49808453292360005,1
0.4171474569353662,1,1.4166666666666643,2,3,0.7777777777777778,0.9798724526392015,0.3827626768121881,0
0.7509392614826382,0,-0.0357142857142847,2,2,0.42857142857142855,0.3791364586840213,-0.9478411467100529,0
1.1913423553000626,1,3.194444444444443,2,2,0.5555555555555556,1.6272458446067424,0.06871815222156873,1
-0.4043189565754154,1,1.5555555555555571,2,3,0.5555555555555556,-0.15352206215727948,0.6031223870464552,1
0.9847319278346617,1,3.305555555555557,2,1,0.4444444444444444,1.619047619047619,0.8333333333333336,0
-0.3499271061118813,0,-0.9285714285714306,2,3,0.5714285714285714,-0.2175391393219666,-0.027192392415246333,1
-0.6404928202357401,0,-2.0714285714285694,2,5,0.8571428571428571,-0.9694220909204992,3.7039240266302045,1
0.14592969098721442,0,0.3214285714285694,2,4,0.8571428571428571,0.12176067183695485,1.5896532156491279,1
0.6024640760767099,1,2.055555555555557,2,2,0.6666666666666666,1.2037864413620818,0.8207634827468742,0
1.1292557986975886,0,-0.32142857142857295,2,3,0.7142857142857143,0.4748707311768073,0.4387392625003112,0
-1.261979632400061,1,-1.6388888888888857,2,3,0.4444444444444444,-0.2704802753111933,0.03381003441389902,0
0.0,0,0.0,2,1,0.5,0.0,0.2142857142857143,1
-0.8164965809277275,1,-1.8888888888888857,2,1,0.2222222222222222,-0.7241051372683702,-1.8102628431709265,0
2.935488718611267,0,9.111111111111114,2,2,0.6666666666666666,1.4585113851419858,1.341309577407362,0
0.5445299690156291,0,5.666666666666668,2,2,0.4444444444444444,0.023555508444585697,-0.02944438555573212,0
-1.4176227297722759,0,-2.3888888888888857,2,2,0.4444444444444444,0.36014164988556574,-0.5948768324002675,0
-1.2040760759965083,0,-0.0833333333333357,2,1,0.2222222222222222,0.1271762420248119,-0.7092521189845302,0
-2.251705007010574,0,-4.972222222222221,2,3,0.4444444444444444,-1.1471384801924687,-0.24081151301750284,1
-1.1367072728626733,1,-2.555555555555557,2,3,0.4444444444444444,-1.276021149574021,-0.22465161084049637,0
0.04737793696791326,1,1.2777777777777786,2,1,0.2222222222222222,0.40824829046386313,-1.0206207261596576,1
-1.5939701191492706,1,-2.1388888888888857,2,4,0.6666666666666666,-1.4180553365206197,0.4345653450627714,0
0.2116036847575795,0,1.6999999999999993,2,4,0.8,0.0,2.04686471766304,1
0.5940885257860046,1,2.6388888888888893,2,3,0.7777777777777778,0.6367443145486177,0.1310944177011861,1
0.39483657391875543,1,-1.1944444444444429,2,3,0.6666666666666666,0.4635472285084353,0.4457184889504183,0
-0.8115026712006891,0,-1.25,2,3,0.375,-1.088442063606426,-0.9663737947907518,1
0.1807015805810507,1,0.1071428571428541,2,2,0.42857142857142855,0.5823139032743639,-0.6631908342846915,1
-0.4220279690719978,1,-2.607142857142854,2,3,0.42857142857142855,-0.8825804758667553,-0.5868221249114065,1
-0.4653892050443776,0,-1.25,2,2,0.375,-0.06927149925573292,0.15743522558121198,0
0.4629100498862757,1,4.178571428571427,2,2,0.5714285714285714,0.6299810067480593,-0.08008233136627922,0
-0.695379487459148,0,-1.5,2,3,0.625,0.09950371902099857,-0.24875929755249732,0
-3.377557510515862,0,0.5,2,1,0.125,0.031219527052723576,-1.2487810821089254,0
-1.5871201710386589,1,0.32142857142857295,2,3,0.5714285714285714,-0.058938356929073704,-0.1105094192420132,1
0.12995966461352665,1,2.25,2,2,0.42857142857142855,0.5063291561350264,-0.12249898938750589,1
0.24713340236960127,0,-0.125,2,3,0.625,-0.20277677641345318,0.2838874869788345,1
0.0,1,-2.25,2,3,0.5,-0.1391778001278443,-0.17397225015980525,0
0.48507125007266594,0,1.625,2,4,0.625,-0.3450327796711771,0.6900655593423543,0
0.03026599633831953,1,-0.20000000000000284,2,4,0.8,0.3268602252303067,0.5229763603684913,1
-0.6063390625908325,0,-1.5,2,2,0.375,0.4175505425675503,-0.8596628817567212,0
0.4156921938165303,1,1.9500000000000028,2,2,0.5,-0.0637576713063336,0.4781825347975037,1
-0.5222329678670935,0,-1.375,2,2,0.5,0.026958193300859353,0.13479096650429803,1
0.07566499084579774,0,-1.375,2,4,0.75,-0.23824978271403138,1.4377142060329453,1
0.06384423980690615,0,0.0,2,3,0.75,0.8746667809011274,0.9178602021801953,1
0.3333333333333335,0,3.583333333333334,2,3,0.6666666666666666,0.2500000000000002,0.0,1
1.357805716454444,1,1.2999999999999972,2,2,0.6,0.3137279025690793,0.5019646441105273,1
1.3174650984805198,0,0.75,2,3,0.625,0.4205997823396687,0.17524990930819542,1
-0.18371173070873834,0,-1.125,2,3,0.375,-0.31311214554257477,-0.7827803638564369,0
6.428571428571427,0,2.3928571428571423,2,3,0.7142857142857143,0.34031428593289054,-0.6026398813394935,0
0.17407765595569785,0,1.357142857142854,2,4,0.5714285714285714,-1.0687881194577118,-0.16911204421799253,1
1.3459547551454134,1,3.666666666666668,2,2,0.6666666666666666,2.153592453013943,0.8146813555809327,1
0.0,1,0.7777777777777786,2,2,0.3333333333333333,-0.02879561418604562,-0.5039232482557936,1
0.37463432463267776,1,2.5,2,3,0.4444444444444444,-0.39911406314264336,0.3325950526188697,1
0.3973597071195132,0,1.3214285714285712,2,3,0.5714285714285714,0.048371369827122715,-0.1209284245678073,0
