Date,Player ID,L10 Median,Kalman,DARKO,Relative Performance,Home,Recent T,Spread,Points
2023-08-13,203403,13.5,13.344215873260554,10.82419602638124,2.2413793103448256,1,2.056231522171215,7.0,13.0
2023-08-11,203403,13.0,12.01497441484535,10.210624202182949,8.535714285714292,0,1.2529620070695389,-24.0,19.0
2023-08-08,203403,13.5,13.112561916326927,10.682645492828643,-8.777777777777771,0,1.4951245893080114,-19.0,4.0
2023-08-06,203403,13.0,11.410534227845293,9.712777335237568,2.3076923076923066,1,0.9143934967571636,-8.0,23.0
2023-08-04,203403,11.5,10.474674601358918,9.116621513955414,-1.7600000000000051,1,0.9209033573053049,2.0,17.0
2023-07-30,203403,9.0,9.29074832596639,8.487107696763157,-8.083333333333329,0,0.9294448822919179,-7.0,17.0
2023-07-28,203403,11.5,9.868132065600463,8.693689762647216,-19.913043478260875,0,1.664459392359222,-28.0,6.0
2023-07-26,203403,11.5,10.406589551841519,8.840510894802279,10.545454545454547,0,2.201000325585681,-5.0,7.0
2023-07-23,203403,11.5,10.970100352987448,9.00401714799317,2.6666666666666714,1,2.653410416807886,15.0,7.0
2023-07-21,203403,9.0,10.523303026703063,8.538002435938573,5.950000000000003,1,2.0613453868040783,-9.0,14.0
2023-07-19,203403,7.5,10.167964254167837,8.098946022397621,-5.315789473684205,1,1.6075417227755655,-6.0,13.0
2023-07-11,203403,5.5,9.404445402731394,7.6511727420793365,12.333333333333329,1,1.7017396718318332,7.0,13.0
2023-07-09,203403,5.5,6.90136306835795,6.078671326069667,3.529411764705884,0,1.1443644236579782,-8.0,24.0
2023-07-07,203403,5.5,6.474265415651421,5.679569601333137,16.5,1,0.6591228368685461,8.0,10.0
2023-07-02,203403,4.0,6.245666845804622,5.444464140072816,-8.0,0,0.3455260605368479,-17.0,8.0
2023-06-30,203403,4.0,6.148597870764529,5.276782112535579,9.642857142857139,0,0.11898492399458761,-5.0,7.0
2023-06-28,203403,4.0,5.580155879055433,4.384873633364499,31.92307692307692,1,-1.4299813578424183,23.0,13.0
2023-06-25,203403,4.0,5.901871328938657,4.67570291022527,11.833333333333329,0,-0.1045387896355706,-1.0,2.0
2023-06-22,203403,4.0,6.037278855707002,4.763312888776452,4.181818181818187,0,0.45964993921151676,21.0,4.0
2023-06-18,203403,5.0,6.1928428550465275,4.866999026432597,1.2999999999999972,1,0.15922346773028248,8.0,4.0
2023-06-16,203403,6.0,6.3983541785700115,4.9970753427185235,13.666666666666671,1,-0.27077620944391434,19.0,4.0
2023-06-13,203403,6.0,6.987377327983781,5.489871460587309,-9.375,0,-0.08015775989010197,-21.0,2.0
2023-09-10,203026,13.0,12.905513645792409,12.723701597670726,8.538461538461533,1,0.206787378262099,-11.0,7.0
2023-09-08,203026,13.0,12.631264995093105,12.635523061100733,-6.631578947368425,1,0.06655870292814775,17.0,14.0
2023-09-05,203026,12.5,12.530879915394685,12.610174136603035,7.567567567567565,1,-0.10492782136834346,14.0,13.0
2023-09-01,203026,13.0,12.912797645174834,12.720546461434667,-25.111111111111114,0,0.05964497539859327,-31.0,11.0
2023-08-31,203026,13.0,12.882953098060037,12.700422046200332,0.914285714285711,1,0.08162743142621302,10.0,13.0
2023-08-27,203026,13.0,13.372026432538608,12.82140508954449,-0.08823529411765207,1,0.9949818297097214,15.0,11.0
2023-08-24,203026,14.0,13.469208330747886,12.808587185560432,7.121212121212125,1,1.237269803774295,-5.0,13.0
2023-08-22,203026,14.0,13.870343765466245,12.868448190243605,-15.34375,0,0.8962575260358752,4.0,12.0
2023-08-20,203026,14.0,14.399534534805547,12.93492102917327,-4.483870967741936,0,1.4482941029347995,6.0,12.0
2023-08-18,203026,12.5,14.805700465970371,12.929757425709713,-8.766666666666666,1,1.8017678931798407,-20.0,13.0
2023-08-12,203026,12.5,13.631079284213264,12.470849747381372,-2.8620689655172384,0,0.1833624946287724,-10.0,19.0
2023-08-10,203026,10.0,13.243755330951846,12.272842223168594,0.1428571428571388,0,0.7489021931789581,-6.0,15.0
2023-08-08,203026,12.0,14.198999874045636,12.457631137973033,-2.962962962962962,0,0.731915811156657,12.0,10.0
2023-08-04,203026,10.0,13.099623004865528,12.00830618097009,4.192307692307693,0,0.3182054372864025,16.0,18.0
2023-08-01,203026,10.0,12.226225390220549,11.67856653016269,-5.0,1,0.09002982732126881,10.0,16.0
2023-07-30,203026,10.0,14.422587072813512,12.426413222956102,-1.0416666666666714,1,0.9209927030863927,-4.0,3.0
2023-07-25,203026,10.0,11.06147563026324,11.11087947506748,4.1304347826087024,0,0.344125982167512,5.0,28.0
2023-07-22,203026,10.5,11.313023743403958,11.206827675739303,2.2272727272727337,0,0.616321041516495,8.0,10.0
2023-07-20,203026,10.5,12.103406146316095,11.496899243775685,-1.8571428571428612,1,0.5588585807516628,11.0,8.0
2023-07-18,203026,10.5,12.465602695803621,11.639309995155998,-18.75,0,0.22438542364436057,-6.0,10.0
2023-07-12,203026,9.5,10.32523221938112,10.685787377573845,-0.7894736842105203,0,-0.5071666479180901,12.0,22.0
2023-07-09,203026,10.0,10.416143876003149,10.750824117056316,7.611111111111114,1,0.415441606830777,8.0,10.0
2023-07-06,203026,8.5,9.656417078097775,10.43238574845342,9.117647058823536,1,0.34512417470609985,20.0,14.0
2023-07-01,203026,10.0,10.04983528138046,10.668814886665645,0.125,0,0.3600940776810235,-18.0,8.0
2023-06-27,203026,10.0,11.002343399762928,11.128619507869786,-3.066666666666663,1,0.10532068945748922,-8.0,6.0
2023-06-25,203026,10.0,10.880251020111555,11.142055743987443,12.785714285714292,1,-0.393545643355369,24.0,11.0
2023-06-22,203026,10.0,8.67292468609758,10.067117014405317,6.230769230769226,0,-1.0743364002168607,21.0,21.0
2023-06-20,203026,10.0,7.971032279029819,9.841018083559428,2.4166666666666714,0,-1.5943118547161628,6.0,12.0
2023-06-18,203026,10.0,7.7371594602708065,9.947458148862365,0.45454545454545325,0,-0.6918071523732159,9.0,9.0
2023-06-15,203026,10.0,8.630938266617452,10.751709445613365,6.0,1,-0.5982130013811788,-4.0,4.0
2023-06-11,203026,11.0,10.186456006727338,11.998847799790788,7.7777777777777715,0,0.3232878750699197,12.0,2.0
2023-06-08,203026,11.0,10.160765247951627,12.153566417366543,14.375,1,0.5590169943749475,17.0,11.0
2023-09-10,1629567,8.5,8.207248000575047,8.338857879279395,8.538461538461533,1,0.27931290252559166,-11.0,13.0
2023-09-08,1629567,6.5,7.703467922127507,8.224090767628557,-6.631578947368425,1,0.09352600929029153,17.0,10.0
2023-09-05,1629567,6.5,9.024411847139088,8.587419879307502,7.567567567567565,1,0.262693905790792,14.0,3.0
2023-09-01,1629567,8.5,10.6797284556771,8.970419772220115,-25.111111111111114,0,1.0768243170523075,-31.0,3.0
2023-08-31,1629567,6.5,8.661832091669048,8.320168489561519,0.914285714285711,1,0.028272216548578984,10.0,18.0
2023-08-27,1629567,6.5,7.727323373246922,8.058352773797663,-0.08823529411765207,1,0.32387178748138745,15.0,12.0
2023-08-24,1629567,7.5,7.931760876807687,8.134311625039249,7.121212121212125,1,-0.16427745684792147,-5.0,7.0
2023-08-22,1629567,9.0,8.491192617297658,8.292318133753916,-15.34375,0,-0.3169000689166722,4.0,6.0
2023-08-20,1629567,9.0,7.1828856286311025,7.931982327953805,-4.483870967741936,0,-0.5053130447771808,6.0,13.0
2023-08-18,1629567,9.0,8.106875651369778,8.243960180543455,-8.766666666666666,1,-0.6673891725893507,-20.0,4.0
2023-08-12,1629567,6.5,6.171806633464906,7.733206531031668,-2.8620689655172384,0,-1.3377946833951166,-10.0,15.0
2023-08-10,1629567,6.5,7.603691250708628,8.260350204620272,0.1428571428571388,0,-0.7842102447076672,-6.0,1.0
2023-08-08,1629567,9.0,8.630860419222557,8.606729501420354,-2.962962962962962,0,0.20022596270434134,12.0,4.0
2023-08-04,1629567,9.0,8.229497473882354,8.493775776676955,4.192307692307693,0,0.8580594710361429,16.0,10.0
2023-08-01,1629567,9.0,10.05470049712023,9.030203532436886,-5.0,1,0.6439926502911135,10.0,2.0
2023-07-30,1629567,11.0,10.400090066854846,9.032806221690358,-1.0416666666666714,1,0.18648377206155076,-4.0,9.0
2023-07-25,1629567,9.5,10.85816026243295,9.035577432484136,4.1304347826087024,0,-0.019393589368699386,5.0,9.0
2023-07-22,1629567,9.5,9.589006267425866,8.52042198471172,2.2272727272727337,0,-0.001862536975737696,8.0,15.0
2023-07-20,1629567,5.0,5.510242971273704,7.120226551260206,-1.8571428571428612,1,-0.4401509347708908,11.0,24.0
2023-07-18,1629567,5.0,6.91479879359402,7.797624724436768,-18.75,0,-0.21866585674417954,-6.0,0.0
2023-07-12,1629567,5.0,8.785756727608838,8.515261439239744,-0.7894736842105203,0,0.6876184352298814,12.0,0.0
2023-07-09,1629567,7.5,10.0921722500519,8.943466873638348,7.611111111111114,1,0.5827977548555747,8.0,4.0
2023-07-06,1629567,7.5,9.064278706275626,8.447896852945496,9.117647058823536,1,0.8420120192664031,20.0,14.0
2023-07-01,1629567,5.0,7.954165617966934,8.005430099966212,0.125,0,0.21339373351133176,-18.0,13.0
2023-06-27,1629567,6.5,8.529070673805403,8.202933331482184,-3.066666666666663,1,-0.1821345578968894,-8.0,6.0
2023-06-25,1629567,6.5,6.935188028661862,7.597342796748742,12.785714285714292,1,-0.778691100165509,24.0,14.0
2023-06-22,1629567,8.5,7.7568509061623825,7.98960745106042,6.230769230769226,0,-0.5557849378259236,21.0,4.0
2023-06-20,1629567,8.5,5.376812669248837,6.935617045536607,2.4166666666666714,0,-0.9013421488380409,6.0,17.0
2023-06-18,1629567,8.5,5.889217201698087,7.4337125603932455,0.45454545454545325,0,-1.1729057587724274,9.0,3.0
2023-06-15,1629567,8.5,7.394088138314092,8.438944176443213,6.0,1,-0.10504514628777813,-4.0,0.0
2023-06-11,1629567,9.0,8.923365072709782,9.356508258380908,7.7777777777777715,0,0.19064919340965217,12.0,2.0
2023-06-08,1629567,9.5,8.966759642612525,9.411730350177663,14.375,1,0.11684193749667254,17.0,9.0
2023-09-10,203827,13.5,15.825409100528448,15.907005803653973,6.307692307692307,0,-0.7511803677034216,17.0,15.0
2023-09-08,203827,13.5,13.64142674540726,15.396170416896236,18.78947368421052,1,-1.9727441197154543,15.0,23.0
2023-09-05,203827,14.0,13.51861066835548,15.497690426586495,5.945945945945951,1,-1.8221546350526707,-1.0,14.0
2023-09-03,203827,12.0,13.038216757284053,15.535055348594211,-3.1388888888888857,1,-2.1257699698778683,-13.0,15.0
2023-08-27,203827,13.0,13.655697950589278,15.851239454442702,-9.764705882352942,0,-2.22492416262371,3.0,11.0
2023-08-24,203827,13.5,14.81738332466484,16.262161998665327,-5.939393939393938,1,-2.3210988947769553,-9.0,10.0
2023-08-22,203827,13.0,14.413396476314862,16.281122969957366,-0.96875,0,-0.8895758111806423,-5.0,16.0
2023-08-20,203827,13.0,14.18846040530204,16.37675411975404,10.354838709677423,0,-0.017460423774634734,13.0,15.0
2023-08-18,203827,13.5,14.556215302438972,16.637529918895112,8.63333333333334,0,-0.41459112943161053,20.0,13.0
2023-08-12,203827,14.0,16.44194558907567,17.198387704734213,4.793103448275858,1,-0.3179297396509448,10.0,9.0
2023-08-08,203827,15.0,18.67063155660314,17.721384865751087,-2.285714285714292,1,-0.20963506509604266,-20.0,10.0
2023-08-06,203827,15.0,16.837048854372515,17.250414767638716,10.074074074074076,1,-0.8737268794219882,-8.0,24.0
2023-08-04,203827,15.0,13.281622679722606,16.415879509958355,3.1923076923076934,1,-0.7771978053038119,-15.0,28.0
2023-08-02,203827,15.0,16.224428043743206,17.416188781424594,-10.200000000000003,0,-0.5169654056942591,11.0,4.0
2023-07-30,203827,16.0,17.22113550042389,17.778540479788678,5.0,0,0.24420879221335723,-13.0,13.0
2023-07-28,203827,16.0,18.261734099241256,18.101766048635813,4.173913043478265,1,0.30848493123344856,28.0,14.0
2023-07-25,203827,17.5,21.256361721470043,18.898731311572444,-2.9545454545454533,1,0.6624968489288818,-5.0,9.0
2023-07-22,203827,17.5,19.128740880288973,18.08130936030092,12.61904761904762,1,0.9032112518618068,14.0,28.0
2023-07-19,203827,19.5,20.634909942743242,18.458168513289753,13.25,0,0.7820808688600512,10.0,14.0
2023-07-12,203827,17.5,18.452435335027264,17.626630869399108,23.421052631578945,0,0.5211820299166108,40.0,28.0
2023-07-09,203827,17.5,19.199020338295664,17.771970804266616,-6.944444444444443,0,0.3168403847722852,1.0,16.0
2023-07-07,203827,19.5,19.99815829257308,17.938300255956772,-4.17647058823529,1,0.6528165366956068,2.0,16.0
2023-07-05,203827,16.5,16.745521506873953,16.545038653109692,-2.3125,0,0.6261256929221698,-7.0,32.0
2023-07-02,203827,16.5,17.644446362172932,16.909632200500667,5.0,1,1.210276283860021,17.0,13.0
2023-06-27,203827,15.0,17.309289276734237,16.69538412422747,-7.5,0,0.16009846820865675,15.0,19.0
2023-06-25,203827,18.0,18.36103188508263,17.098851640511455,-1.6153846153846132,0,0.137577276198865,-10.0,13.0
2023-06-23,203827,15.0,17.23185709356349,16.407584862366445,-11.5,0,0.22941126177569104,-2.0,23.0
2023-06-20,203827,15.0,15.682592005190218,15.59069215572868,-0.5454545454545467,1,-0.4183252861630058,12.0,23.0
2023-06-17,203827,15.0,14.87027440106655,15.008555503517758,19.200000000000003,1,-0.8806560435537266,-6.0,20.0
2023-06-14,203827,16.0,16.657094471656993,16.14490507316184,-25.33333333333333,1,-0.6821641329434209,-18.0,7.0
2023-06-11,203827,16.0,17.278940196546127,16.475502402795335,7.5,0,-0.0068883192107855335,-9.0,14.0
2023-09-10,1631009,16.5,16.48471581330544,17.051780306999746,-5.666666666666671,1,-0.769720636904135,-17.0,19.0
2023-09-08,1631009,16.5,14.997161346954048,16.773971921003145,-2.7368421052631646,0,-1.6230488231161788,5.0,21.0
2023-09-06,1631009,16.5,16.640026114464646,17.26490965075351,-3.8378378378378386,1,0.18393424799408076,11.0,10.0
2023-09-01,1631009,16.0,16.850240428503373,17.353584130763604,2.2222222222222285,0,-0.13041762145818325,-6.0,16.0
2023-08-29,1631009,16.0,17.483798504802724,17.519845472218844,11.542857142857144,1,-0.01672779591790405,18.0,15.0
2023-08-27,1631009,14.5,17.66243717530044,17.55768097724115,-2.529411764705884,0,0.1863516937849644,-3.0,17.0
2023-08-25,1631009,13.0,18.59037823910964,17.749899027807697,-4.666666666666671,1,0.7650229510328017,-5.0,15.0
2023-08-22,1631009,13.0,15.657374158657058,17.045802373147275,17.875,1,-0.020511539424461645,-12.0,27.0
2023-08-13,1631009,15.5,16.925361351577727,17.3877233756178,-17.83333333333333,0,-0.4302426362487405,-21.0,12.0
2023-08-12,1631009,17.0,16.916665613826893,17.4153028869746,-9.137931034482762,0,-0.7604595859729745,-11.0,17.0
2023-08-10,1631009,14.5,15.821497252220036,17.225781888309537,-16.714285714285708,0,-1.3580706153580584,-1.0,20.0
2023-08-06,1631009,14.5,12.837645071564848,16.73439475650451,-1.7777777777777715,1,-3.6243832148023296,9.0,24.0
2023-08-03,1631009,16.0,12.368290892961207,16.934756550341444,-13.269230769230774,0,-1.8239738370241698,-20.0,14.0
2023-08-01,1631009,16.0,14.65168227674801,17.76251995689305,-12.760000000000005,0,-0.8982957145581068,-21.0,6.0
2023-07-30,1631009,19.0,15.950109142788587,18.29271873217699,-4.958333333333329,1,-0.3697126927478801,7.0,11.0
2023-07-27,1631009,19.0,18.196581905099197,18.95340719635139,-1.0,0,-0.19656337890063127,-11.0,10.0
2023-07-25,1631009,19.0,21.453465718926964,19.69524826862311,-7.318181818181813,1,1.0837609698474675,13.0,10.0
2023-07-22,1631009,19.0,21.246885744099536,19.50031495900187,-7.666666666666671,1,0.7622786691483612,-8.0,22.0
2023-07-20,1631009,16.0,20.943136302587444,19.279314929665375,-15.400000000000006,0,0.3692799263412277,-11.0,22.0
