FGM T,FGA T,Home,Minutes Diff,Rest Days,Recent T,OU Result
0.5829890456504077,0.15161960871578017,1,-0.24468228502542716,3,0.4086268239623969,5.0
0.11212582244115733,0.29343073104608597,1,0.1597191412499844,3,0.135266307564,13.0
0.72671929998969,3.6785714285714293,1,7.698396334461427,3,9.486832980505138,-2.0
0.13215586027818307,-0.12782749814122796,0,0.11173358719233262,3,-0.2417468892076147,-1.0
0.7288850161315253,-0.017972128867238715,0,0.31046021028253207,3,0.5960830148812502,-1.0
0.07815106379415274,0.0947851874319456,0,-0.011683327287212364,3,0.14769300683245634,5.0
0.5580190336435928,0.7916666666666673,1,0.0,4,0.8668451156610707,-7.0
-0.6292704011536457,0.12782749814122796,0,0.1375228328345053,1,-0.3136719794305679,-1.0
-0.1585565026981803,-1.4360982444252648,1,-0.7747307172946181,4,-1.0245014273309605,6.0
0.1992746381100374,-0.030882736974138524,0,0.13671718540493216,1,0.22056085937569145,-12.0
0.2168543799888126,-1.3043729868748768,0,-0.18463723646899738,1,-0.5634361698190106,12.0
-0.08733542084072032,0.3486509069123271,1,-0.32219844977609324,4,0.06131393394849636,8.0
0.06455236197546023,0.43852900965351466,0,0.044346007015849134,1,0.5471166695348626,-1.0
-0.38416611692932184,-0.42624134206066927,1,-0.36273812505500586,4,-0.5071815879359771,12.0
0.3300324844525768,-0.27216552697591134,1,0.20697347352169082,4,0.2993924754260482,-6.0
0.37510221127565424,0.18136906252750293,1,-0.7907736701585482,2,0.41169348479630913,-1.0
-0.18842143923266153,-0.08068715304598786,1,0.0,2,0.03865260540225512,3.0
1.0793279546262486,-0.2902282189627383,0,0.12569752716115953,2,0.5508880805915662,3.0
0.607572305049663,3.5585956417070577,1,4.125000000000001,2,4.853874344670057,-3.0
1.410974331636718,-0.5957691485620741,1,-0.5583421697778865,2,-0.10292337119907728,15.0
0.14848420524324887,-0.9290403533208644,0,-0.9830460901860014,2,-0.24539928613451512,2.0
-0.22444672545696243,0.09787003658578408,0,0.8680922931294138,2,-0.08064049958557075,3.0
-0.2382610226888,-0.8615497903412853,0,-0.3243418483782187,2,-0.5447658689304495,4.0
0.232837497542641,0.03965257928590707,0,-0.14707906622203973,2,0.16585877695229942,-8.0
0.6801741019213481,-0.6356417261637285,0,0.5831437362492026,2,0.31126635188256124,-2.0
0.3438444815872972,0.14769300683245584,1,-0.09360727544018148,3,0.10783277320343869,2.0
0.14601963547991942,0.5289364666590968,1,0.3855678298825371,3,0.36173967748952846,6.0
-0.07982058980579883,0.11867816581938492,1,0.6588078458684142,3,0.09829463743659776,-8.0
-0.18473188804790047,-0.2928127090644741,1,-0.02239710468944645,3,-0.1893100463546339,-5.0
-0.07515828268034506,0.07404586504983214,0,-0.32099815782264585,2,-0.04895961239807468,-1.0
-0.4515439254390632,-1.0646304478929989,1,0.6520506636966273,2,-0.7581753965757456,-5.0
0.0565850631167487,-0.10714285714285678,1,0.7594937342025395,2,-0.20026086452067257,0.0
0.11830532563725486,-1.6590948662304292,1,-0.7433641549577032,2,-0.7101420426142049,2.0
0.05832558238059194,0.5229763603684913,1,-0.03126718029511891,2,0.38864009972047797,5.0
-0.046504790633319734,-1.1237271745235866,1,-0.24601018930365612,2,-0.7798128673650546,-7.0
-0.37912996119251224,-0.2010075630518417,1,0.15272070966424198,2,-0.20995068601498743,1.0
-0.3490298270379755,-0.0869400884928832,0,-0.18485618263446907,2,-0.2607532079468878,0.0
-0.15643566302965262,-0.1471777703914102,0,-0.10101525445522071,2,-0.2885531750016818,1.0
0.2889850057151246,1.1113247657830425,1,0.45643546458763845,2,0.39814814814814825,-8.0
0.10422698644645441,-0.10584214937951887,1,0.37806997600444453,2,0.13800144698133784,-6.0
0.4962937350401953,-0.04621404565861727,0,0.08537347209531566,2,0.292714693523132,-6.0
0.6020546829772879,-0.08366077401842197,1,-0.9731979449441575,2,0.5008703226778091,-2.0
0.7288349102448382,-2.635231383473651,0,0.28721347895177757,2,-0.15617376188860554,-3.0
-0.8104929234034743,0.3966281376000719,1,0.919899032309474,2,0.11362444279220264,-9.0
0.4645518167551656,-0.04644886761944102,0,-0.11111111111111072,2,0.9128709291752769,-1.0
-0.015176975468443257,3.010752939168487,1,2.801143557327647,2,2.6712922844825133,2.0
0.13369405140030405,-0.18579547047776407,0,-0.06189844605901707,2,-0.11433239009500548,-5.0
1.1301980472419577,-0.14617633655117182,1,-0.42958772458840255,2,0.05960464230953536,9.0
0.37213099982745074,0.0,1,0.7446524944739017,2,0.36545052180180293,-12.0
-0.23809102025029322,0.4899445566766688,0,-0.2089972074810468,2,0.2289122128006149,-7.0
0.34351119391453827,1.3493856420536998,0,0.5897678246195882,2,1.065741207671305,-7.0
0.08455535387951725,0.2500000000000006,1,0.0591312395989091,2,0.2590095632952704,-6.0
-0.013893752461736998,-0.5050762722761049,0,0.451753951452624,2,-0.439260637020462,-1.0
-0.27608685292741453,-1.6536909861128883,0,-0.5691564806354249,2,-1.1009080763353791,6.0
-0.6132068551826968,-0.4262413420606692,1,0.3190067659448393,2,-0.6035098490754189,-12.0
-0.684643848557786,-0.40824829046386274,1,-0.17108830085824359,2,-0.784025089204289,0.0
0.3290197139478195,0.04998958658741162,0,0.6633880657639301,3,0.24743582965269692,-1.0
-1.4004416782800728,-0.2516299559794218,0,1.0101525445522122,3,-1.2052306967601547,5.0
0.07611149480592432,-0.12274756325774554,1,-0.6494066306734296,2,0.07523665258512974,17.0
-1.0159761467332404,-0.6784647501365972,1,0.05384686189632985,2,-1.0726032383907713,-8.0
-0.7279031925588821,-0.4561303578773077,0,-0.5560145972198026,3,-0.47771966133047766,-1.0
0.1912444289948094,-0.1399713146038043,1,0.29880715233359845,2,0.12729376930432876,12.0
0.044054858343016756,-0.5887110815656366,0,0.8545095395306394,3,0.029160592175990117,-1.0
0.9683195699179954,0.5986710947139656,0,0.2688016652852352,1,1.6629752630943484,-7.0
-1.2482890883175193,-0.1077050546069166,1,2.0937499999999964,2,-1.267731382092775,-5.0
-0.8464589129230763,-0.06041220933301855,0,1.1289669941979885,1,-0.22291983207813112,-8.0
-0.8518380166751678,-0.8531251846271802,1,-0.10422923728771855,2,-0.6208776084137914,2.0
0.33994584809869205,2.906888370749728,0,2.6779921193022145,1,2.124999999999999,5.0
0.9885002959156594,-0.41338369095716254,0,-0.2024645717996311,1,-0.0526315789473687,9.0
0.23501591562413865,0.9975298439012661,1,0.4259713756852986,2,1.1961674105192974,-4.0
-0.5101827011606233,-1.1377920101899375,1,-1.406360855535379,2,-1.1052280425858811,-2.0
-0.048858462718052054,0.13752283283450714,0,0.057166195047511886,2,0.1246111965698067,-3.0
0.033750060158206745,-0.20203050891044266,1,-0.07893985199936224,2,-0.056033181468052376,-1.0
0.3337563342320512,-0.1611645928050755,1,-0.4730161648796397,2,0.06753135132100953,12.0
0.008645250938776175,-0.66291921333453,1,-0.3516004841970907,2,-0.4600685459305419,6.0
-0.02705387456084252,-0.6910947404650888,0,-0.26536597994814654,2,-0.3651483716701107,-4.0
-0.6161877403360126,-0.017418325357290692,1,-0.49908121202277844,2,-0.9097816785925636,-3.0
-0.0874073968404238,-0.5464893120471963,0,-0.19285201945650077,4,-0.3522242378032212,-6.0
0.7195117562377268,1.3182495798926765,1,0.7233642332556183,2,1.5171144538545598,-1.0
0.30377203535829056,-1.937500000000001,1,0.0,2,-0.9754262200082638,1.0
-0.06148253723469409,-2.6736956911078447,1,-1.1918224789187521,2,-1.1002717055741078,-5.0
0.5143898341630779,0.6462303276414973,0,0.4838429975134226,4,0.6028035277130152,-7.0
-0.8723556805237337,-0.13176156917368248,0,-0.2802242691589037,4,-0.7826237921249264,2.0
0.5049684131950939,-0.7817876057249282,0,-1.3074723750916915,4,-0.44194173824159216,-3.0
0.40661247340532725,-2.2587697572631256,1,0.9313775963969381,3,-0.2666701732008745,2.0
-0.33802964022144155,-0.9428090415820625,0,0.17888296232836623,2,-0.5205005233909626,5.0
-0.4135782359930905,-0.8615497903412853,0,0.37902349574330607,2,-1.0373580435008543,15.0
0.3892607879848616,0.752923252421042,1,0.5096874145694864,3,1.114772822866588,4.0
0.4790458079987136,0.3286992809345875,1,-0.022875450543583795,3,1.0432810619146018,-9.0
0.05837388399743115,-0.929981109950555,1,-0.42489894073989987,3,-0.23525341988360512,0.0
-0.8200103197794029,-0.5740740740740751,0,-0.030882736974138524,2,-0.5858500994137077,-11.0
0.45377183187998443,-0.48445214165180583,1,-0.08497185773241868,3,0.06967330142916152,-5.0
0.44951107795831147,0.27502148689302813,0,-0.03192754284070493,2,0.7948729611566977,5.0
0.14258786816652297,-0.03636964837266527,0,-0.7443491205379664,2,0.17466437422774714,-7.0
1.1016438818332048,-0.47830611324539307,1,-0.3669731359530426,5,0.3330397768401646,-4.0
-1.215593731113012,-0.6948083337796506,0,0.39669915758323543,2,-1.0504816466064852,-1.0
-0.30968515977241057,0.5060349868053541,0,0.013943462336401246,2,0.1992047682223988,1.0
0.2336124926315729,-2.4531955903782245,1,-1.2684857596555748,5,-0.39366135484078446,1.0
-0.41301360235264,-0.38807526285316646,1,-0.5455447255899809,1,-0.47292499583957376,6.0
