FGM T,FGA T,Home,Minutes Diff,Rest Days,Recent T,OU Result
0.4285714285714285,0.30151134457776363,1,-2.321428571428573,3,0.2258118721147211,5.0
-0.5437157549284687,-0.26530612244897916,1,-0.2142857142857153,3,-0.4027686100664731,13.0
-0.036313651960128014,0.14274928542926585,0,1.25,2,-0.011451966686277529,-8.0
0.14770978917519942,-0.20000000000000048,0,-0.3999999999999986,2,0.053954158439715745,-2.0
2.7994168488950617,3.19047619047619,1,4.071428571428573,3,7.3484692283495345,-2.0
0.3133397807202559,0.5999999999999996,0,0.0,2,0.32829870656644033,-9.0
0.15848116313861219,-0.6463987355349672,0,1.3000000000000007,2,0.26943012562182506,3.0
0.16329931618554536,0.20692844961462348,1,0.0,3,0.18516401995451018,-3.0
0.5881176352917643,0.5427204202399747,1,0.8999999999999986,3,0.3042555317022661,8.0
-0.28284271247461923,0.26443913771217115,1,1.25,3,0.1999999999999981,-1.0
-0.25298221281347055,0.15132998169159548,0,0.3500000000000014,3,-0.24870800168690346,-14.0
-0.24494897427831802,-0.23302720008113528,1,0.29999999999999716,3,-0.09298135910606155,-12.0
0.48989794855663604,0.22677868380553687,0,0.3500000000000014,3,0.6173320833221787,-25.0
-0.979795897113271,-1.2124355652982144,0,-0.14999999999999858,3,-0.5023310149673529,-2.0
0.48989794855663604,0.5656854249492385,0,-0.10000000000000142,3,1.112526083161327,-4.0
1.0,0.77151674981046,0,-1.9166666666666643,3,0.8783100656536799,-1.5
0.7808688094430304,-0.25509418097765074,0,0.0,3,0.5501047109652415,0.0
-0.42365927286816146,-0.8247860988423222,0,-2.583333333333332,3,-0.450834817333716,8.0
-0.3973597071195132,0.11111111111111072,1,0.75,4,0.0,-6.0
-0.0901669634667434,0.09901475429766707,0,-0.16666666666666785,1,-0.21357442517239558,-3.5
-1.1445861782233107,-2.556038601690776,1,-1.8333333333333321,4,-1.0894095588038444,6.0
-0.029974532466509246,-0.15151515151515194,0,-0.25,1,-0.22402203821487732,-6.0
-0.3333333333333339,-0.6963106238227907,0,0.0,1,0.07053456158586034,11.0
0.3651483716701104,0.4303314829119355,1,-0.33333333333333215,4,0.2449489742783178,7.5
0.17407765595569816,0.7559289460184544,0,0.41666666666666785,1,0.39070190053016374,-0.5
-0.21081851067789176,-0.15430334996209136,1,-1.0,4,-0.2194756406530737,8.5
-0.29277002188455997,-0.13245323570650533,1,-0.33333333333333215,4,-0.26690842163726697,-4.0
-1.1489125293076055,-1.056845815113575,1,-1.1999999999999993,3,-0.9649012813540154,-9.0
-0.4058888551215277,-0.24494897427831802,1,0.3999999999999986,3,-0.20695859104439165,2.0
0.5881176352917643,1.0844353369380757,1,1.2999999999999972,3,0.4962865767884182,-3.0
-0.05410017808004575,-0.07145896010104939,1,1.4500000000000028,3,0.19882524681270175,-2.0
0.4,0.1404878717372541,1,-3.5,2,0.4888129019342116,-1.0
-0.22549380840084865,0.19810145392326536,1,1.25,2,0.04991687442297914,1.5
0.7808688094430304,-0.31424381790290035,0,-0.1785714285714306,2,0.26443609386098405,3.0
2.165063509461097,2.651650429449553,1,3.25,2,3.679334178897046,-2.5
0.0,-0.5073610689019095,1,-3.125,2,-0.4374088826398532,13.5
-0.3973597071195132,-0.7839294959021859,0,1.0,2,-0.08084520834544433,-3.0
-0.6484580707165742,-3.1298431857438067,0,-2.678571428571427,2,-0.5004374689964258,2.0
-1.0392304845413258,-3.799999999999997,1,0.75,2,0.0,-6.0
0.3026137663344011,0.07580980435789049,0,1.1666666666666679,2,0.28629916715693415,-0.5
0.15491933384829612,0.1999999999999998,1,-0.5,2,-0.3333333333333333,5.0
-1.0327955589886444,-0.5619514869490164,0,-2.166666666666668,2,-0.5606119105813882,4.0
